טבלה,סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
טבלת ישובים    ,789       ,רנן                      ,RANNEN                   ,62   ,באר שבע             ,62   ,באר שבע                  ,42  ,מרחבים
טבלת ישובים    ,713       ,רעים                     ,RE'IM                    ,62   ,באר שבע             ,62   ,באר שבע                  ,38  ,אשכול
טבלת ישובים    ,8700      ,רעננה                    ,RA'ANANA                 ,42   ,פתח תקווה           ,47   ,כפר סבא                  ,0   ,
טבלת ישובים    ,1228      ,רקפת                     ,RAQEFET                  ,24   ,עכו                 ,20   ,כרמיאל                   ,56  ,משגב
טבלת ישובים    ,247       ,רשפון                    ,RISHPON                  ,41   ,השרון               ,41   ,נתניה                    ,19  ,חוף השרון
טבלת ישובים    ,437       ,רשפים                    ,RESHAFIM                 ,23   ,עפולה               ,23   ,עפולה                    ,7   ,עמק המעיינות
טבלת ישובים    ,1260      ,רתמים                    ,RETAMIM                  ,62   ,באר שבע             ,62   ,באר שבע                  ,48  ,רמת נגב
טבלת ישובים    ,324       ,שאר ישוב                 ,SHE'AR YASHUV            ,21   ,צפת                 ,21   ,צפת                      ,55  ,מבואות החרמון
טבלת ישובים    ,1377      ,שבי דרום                 ,SHAVE DAROM              ,62   ,באר שבע             ,62   ,באר שבע                  ,42  ,מרחבים
טבלת ישובים    ,282       ,שבי ציון                 ,SHAVE ZIYYON             ,24   ,עכו                 ,24   ,עכו                      ,4   ,מטה אשר
טבלת ישובים    ,3571      ,שבי שומרון               ,SHAVE SHOMERON           ,72   ,שכם                 ,41   ,נתניה                    ,72  ,שומרון
טבלת ישובים    ,913       ,שבלי - אום אל-גנם        ,SHIBLI                   ,23   ,עפולה               ,23   ,עפולה                    ,0   ,
טבלת ישובים    ,1286      ,שגב-שלום                 ,SEGEV-SHALOM             ,62   ,באר שבע             ,62   ,באר שבע                  ,0   ,
טבלת ישובים    ,721       ,שדה אילן                 ,SEDE ILAN                ,22   ,כנרת                ,22   ,טבריה                    ,3   ,הגליל התחתון
טבלת ישובים    ,304       ,שדה אליהו                ,SEDE ELIYYAHU            ,23   ,עפולה               ,23   ,עפולה                    ,7   ,עמק המעיינות
טבלת ישובים    ,861       ,שדה אליעזר               ,SEDE ELI'EZER            ,21   ,צפת                 ,21   ,צפת                      ,55  ,מבואות החרמון
טבלת ישובים    ,885       ,שדה בוקר                 ,SEDE BOQER               ,62   ,באר שבע             ,62   ,באר שבע                  ,48  ,רמת נגב
טבלת ישובים    ,36        ,שדה דוד                  ,SEDE DAWID               ,61   ,אשקלון              ,61   ,אשקלון                   ,50  ,לכיש
טבלת ישובים    ,284       ,שדה ורבורג               ,SEDE WARBURG             ,42   ,פתח תקווה           ,47   ,כפר סבא                  ,20  ,דרום השרון
טבלת ישובים    ,293       ,שדה יואב                 ,SEDE YO'AV               ,61   ,אשקלון              ,61   ,אשקלון                   ,35  ,יואב
טבלת ישובים    ,142       ,שדה יעקב                 ,SEDE YA'AQOV             ,23   ,עפולה               ,23   ,עפולה                    ,9   ,עמק יזרעאל
טבלת ישובים    ,2008      ,שדה יצחק                 ,SEDE YIZHAQ              ,32   ,חדרה                ,32   ,חדרה                     ,14  ,מנשה
טבלת ישובים    ,18        ,שדה משה                  ,SEDE MOSHE               ,61   ,אשקלון              ,61   ,אשקלון                   ,50  ,לכיש
טבלת ישובים    ,259       ,שדה נחום                 ,SEDE NAHUM               ,23   ,עפולה               ,23   ,עפולה                    ,7   ,עמק המעיינות
טבלת ישובים    ,329       ,שדה נחמיה                ,SEDE NEHEMYA             ,21   ,צפת                 ,21   ,צפת                      ,1   ,הגליל העליון
טבלת ישובים    ,1058      ,שדה ניצן                 ,SEDE NIZZAN              ,62   ,באר שבע             ,62   ,באר שבע                  ,38  ,אשכול
טבלת ישובים    ,739       ,שדה עוזיהו               ,SEDE UZZIYYAHU           ,61   ,אשקלון              ,61   ,אשקלון                   ,33  ,באר טוביה
טבלת ישובים    ,2049      ,שדה צבי                  ,SEDE ZEVI                ,62   ,באר שבע             ,62   ,באר שבע                  ,42  ,מרחבים
טבלת ישובים    ,327       ,שדות ים                  ,SEDOT YAM                ,32   ,חדרה                ,32   ,חדרה                     ,15  ,חוף הכרמל
טבלת ישובים    ,27        ,שדות מיכה                ,SEDOT MIKHA              ,11   ,ירושלים             ,13   ,בית שמש                  ,26  ,מטה יהודה
טבלת ישובים    ,1223      ,שדי אברהם                ,SEDE AVRAHAM             ,62   ,באר שבע             ,62   ,באר שבע                  ,38  ,אשכול
טבלת ישובים    ,2015      ,שדי חמד                  ,SEDE HEMED               ,42   ,פתח תקווה           ,47   ,כפר סבא                  ,20  ,דרום השרון
טבלת ישובים    ,2057      ,שדי תרומות               ,SEDE TERUMOT             ,23   ,עפולה               ,23   ,עפולה                    ,7   ,עמק המעיינות
טבלת ישובים    ,555       ,שדמה                     ,SHEDEMA                  ,44   ,רחובות              ,44   ,רחובות                   ,32  ,גדרות
טבלת ישובים    ,306       ,שדמות דבורה              ,SHADMOT DEVORA           ,22   ,כנרת                ,22   ,טבריה                    ,3   ,הגליל התחתון
טבלת ישובים    ,3578      ,שדמות מחולה              ,SHADMOT MEHOLA           ,75   ,ירדן )יריחו(        ,23   ,עפולה                    ,75  ,ערבות הירדן
טבלת ישובים    ,1031      ,שדרות                    ,SEDEROT                  ,61   ,אשקלון              ,61   ,אשקלון                   ,0   ,
טבלת ישובים    ,741       ,שואבה                    ,SHO'EVA                  ,11   ,ירושלים             ,13   ,בית שמש                  ,26  ,מטה יהודה
טבלת ישובים    ,761       ,שובה                     ,SHUVA                    ,62   ,באר שבע             ,62   ,באר שבע                  ,39  ,שדות נגב
טבלת ישובים    ,394       ,שובל                     ,SHOVAL                   ,62   ,באר שבע             ,62   ,באר שבע                  ,41  ,בני שמעון
טבלת ישובים    ,1304      ,שוהם                     ,SHOHAM                   ,43   ,רמלה                ,43   ,רמלה                     ,0   ,
טבלת ישובים    ,614       ,שומרה                    ,SHOMERA                  ,24   ,עכו                 ,24   ,עכו                      ,52  ,מעלה יוסף
טבלת ישובים    ,1265      ,שומריה                   ,SHOMERIYYA               ,62   ,באר שבע             ,62   ,באר שבע                  ,41  ,בני שמעון
טבלת ישובים    ,415       ,שוקדה                    ,SHOQEDA                  ,62   ,באר שבע             ,62   ,באר שבע                  ,39  ,שדות נגב
טבלת ישובים    ,456       ,שורש                     ,SHORESH                  ,11   ,ירושלים             ,13   ,בית שמש                  ,26  ,מטה יהודה
טבלת ישובים    ,1235      ,שורשים                   ,SHORASHIM                ,24   ,עכו                 ,20   ,כרמיאל                   ,56  ,משגב
